Trade Date,Settle
2011-08-30,29.0
2011-08-31,28.5
2011-09-01,27.5
2011-09-02,28.5
2011-09-06,30.0
2011-09-07,31.0
2011-09-08,31.5
2011-09-09,32.5
2011-09-12,34.0
2011-09-13,34.0
2011-09-14,31.5
2011-09-15,30.5
2011-09-16,29.0
2011-09-19,30.0
2011-09-20,30.0
2011-09-21,30.47
2011-09-22,29.5
2011-09-23,33.0
2011-09-26,35.0
2011-09-27,33.0
2011-09-28,35.0
2011-09-29,35.0
2011-09-30,35.0
2011-10-03,34.5
2011-10-04,36.0
2011-10-05,36.0
2011-10-06,35.0
2011-10-07,35.0
2011-10-10,32.0
2011-10-11,31.0
2011-10-12,30.0
2011-10-13,30.0
2011-10-14,27.0
2011-10-17,28.0
2011-10-18,29.0
2011-10-19,29.44
2011-10-20,30.0
2011-10-21,30.0
2011-10-24,29.0
2011-10-25,29.0
2011-10-26,29.0
2011-10-27,28.0
2011-10-28,28.0
2011-10-31,28.0
2011-11-01,29.0
2011-11-02,29.0
2011-11-03,30.0
2011-11-04,30.0
2011-11-07,30.0
2011-11-08,29.5
2011-11-09,29.5
2011-11-10,29.5
2011-11-11,29.0
2011-11-14,29.0
2011-11-15,27.0
2011-11-16,26.21
2011-11-17,28.0
2011-11-18,28.0
2011-11-21,28.0
2011-11-22,28.0
2011-11-23,28.0
2011-11-25,28.0
2011-11-28,28.0
2011-11-29,28.0
2011-11-30,27.0
2011-12-01,27.0
2011-12-02,26.0
2011-12-05,25.0
2011-12-06,25.0
2011-12-07,25.0
2011-12-08,25.0
2011-12-09,25.0
2011-12-12,25.0
2011-12-13,23.0
2011-12-14,25.0
2011-12-15,26.0
2011-12-16,26.0
2011-12-19,26.0
2011-12-20,24.0
2011-12-21,20.91
2011-12-22,26.0
2011-12-23,25.0
2011-12-27,25.0
2011-12-28,25.0
2011-12-29,25.0
2011-12-30,25.0
2012-01-03,25.0
2012-01-04,25.0
2012-01-05,25.0
2012-01-06,24.0
2012-01-09,24.0
2012-01-10,23.0
2012-01-11,23.0
2012-01-12,23.0
2012-01-13,22.5
2012-01-17,21.5
2012-01-18,22.27
2012-01-19,23.0
2012-01-20,22.0
2012-01-23,22.0
2012-01-24,22.0
2012-01-25,22.0
2012-01-26,22.5
2012-01-27,22.5
2012-01-30,22.5
2012-01-31,22.5
2012-02-01,22.0
2012-02-02,22.0
2012-02-03,22.0
2012-02-06,22.0
2012-02-07,22.0
2012-02-08,22.0
2012-02-09,22.0
2012-02-10,21.5
2012-02-13,20.5
2012-02-14,20.5
2012-02-15,18.69
2012-02-16,22.5
2012-02-17,21.5
2012-02-21,21.5
2012-02-22,21.5
2012-02-23,21.5
2012-02-24,21.5
2012-02-27,21.5
2012-02-28,21.5
2012-02-29,21.5
2012-03-01,21.5
2012-03-02,21.5
2012-03-05,21.5
2012-03-06,21.5
2012-03-07,21.5
2012-03-08,21.5
2012-03-09,21.5
2012-03-12,21.5
2012-03-13,20.5
2012-03-14,20.5
2012-03-15,20.5
2012-03-16,20.5
2012-03-19,20.5
2012-03-20,20.5
2012-03-21,18.26
2012-03-22,21.0
2012-03-23,20.0
2012-03-26,20.05
2012-03-27,20.1
2012-03-28,19.95
2012-03-29,19.35
2012-03-30,19.05
2012-04-02,18.5
2012-04-03,19.5
2012-04-04,20.2
2012-04-05,19.5
2012-04-09,19.4
2012-04-10,20.25
2012-04-11,20.45
2012-04-12,19.15
2012-04-13,19.05
2012-04-16,19.05
2012-04-17,18.15
2012-04-18,17.92
2012-04-19,18.55
2012-04-20,18.05
2012-04-23,17.8
2012-04-24,17.9
2012-04-25,17.9
2012-04-26,17.55
2012-04-27,17.3
2012-04-30,17.55
2012-05-01,17.2
2012-05-02,17.4
2012-05-03,18.3
2012-05-04,17.35
2012-05-07,16.9
2012-05-08,18.25
2012-05-09,19.7
2012-05-10,18.7
2012-05-11,18.75
2012-05-14,20.3
2012-05-15,21.25
2012-05-16,20.32
2012-05-17,23.3
2012-05-18,23.95
2012-05-21,22.2
2012-05-22,21.75
2012-05-23,23.1
2012-05-24,23.3
2012-05-25,22.8
2012-05-29,22.55
2012-05-30,24.05
2012-05-31,23.85
2012-06-01,25.8
2012-06-04,25.5
2012-06-05,24.45
2012-06-06,23.85
2012-06-07,23.65
2012-06-08,23.15
2012-06-11,22.75
2012-06-12,23.55
2012-06-13,24.55
2012-06-14,24.8
2012-06-15,23.6
2012-06-18,20.95
2012-06-19,20.8
2012-06-20,21.0
2012-06-21,22.95
2012-06-22,22.5
2012-06-25,22.2
2012-06-26,22.25
2012-06-27,22.0
2012-06-28,22.45
2012-06-29,21.45
2012-07-02,20.9
2012-07-03,21.55
2012-07-05,20.35
2012-07-06,20.8
2012-07-09,20.05
2012-07-10,21.2
2012-07-11,20.4
2012-07-12,20.15
2012-07-13,19.4
2012-07-16,18.45
2012-07-17,18.15
2012-07-18,17.98
2012-07-19,19.7
2012-07-20,19.6
2012-07-23,20.0
2012-07-24,21.05
2012-07-25,21.4
2012-07-26,21.5
2012-07-27,21.2
2012-07-30,20.7
2012-07-31,20.8
2012-08-01,20.25
2012-08-02,19.5
2012-08-03,18.3
2012-08-06,17.6
2012-08-07,17.5
2012-08-08,17.4
2012-08-09,17.35
2012-08-10,17.5
2012-08-13,16.45
2012-08-14,16.4
2012-08-15,16.35
2012-08-16,16.45
2012-08-17,15.85
2012-08-20,15.45
2012-08-21,16.55
2012-08-22,16.88
2012-08-23,19.5
2012-08-24,19.05
2012-08-27,18.6
2012-08-28,17.7
2012-08-29,17.5
2012-08-30,18.35
2012-08-31,18.7
2012-09-04,18.25
2012-09-05,18.55
2012-09-06,18.15
2012-09-07,19.2
2012-09-10,19.0
2012-09-11,19.65
2012-09-12,20.3
2012-09-13,19.15
2012-09-14,18.5
2012-09-17,18.45
2012-09-18,18.3
2012-09-19,18.52
2012-09-20,18.55
2012-09-21,18.35
2012-09-24,17.9
2012-09-25,17.6
2012-09-26,17.2
2012-09-27,17.75
2012-09-28,17.6
2012-10-01,17.3
2012-10-02,16.85
2012-10-03,17.15
2012-10-04,17.55
2012-10-05,16.75
2012-10-08,16.6
2012-10-09,16.25
2012-10-10,16.0
2012-10-11,15.9
2012-10-12,16.4
2012-10-15,15.85
2012-10-16,15.65
2012-10-17,15.54
2012-10-18,16.85
2012-10-19,16.9
2012-10-22,16.5
2012-10-23,16.85
2012-10-24,17.0
2012-10-25,16.6
2012-10-26,16.35
2012-10-31,15.95
2012-11-01,15.5
2012-11-02,16.75
2012-11-05,17.35
2012-11-06,17.6
2012-11-07,16.75
2012-11-08,17.15
2012-11-09,16.35
2012-11-12,16.2
2012-11-13,15.35
2012-11-14,15.55
2012-11-15,14.85
2012-11-16,14.0
2012-11-19,13.95
2012-11-20,13.5
2012-11-21,12.96
2012-11-23,14.75
2012-11-26,14.25
2012-11-27,14.25
2012-11-28,14.3
2012-11-29,13.6
2012-11-30,14.1
2012-12-03,13.75
2012-12-04,14.0
2012-12-05,13.95
2012-12-06,14.2
2012-12-07,14.2
2012-12-10,14.05
2012-12-11,14.2
2012-12-12,13.55
2012-12-13,13.4
2012-12-14,12.95
2012-12-17,12.3
2012-12-18,13.5
2012-12-19,14.63
2012-12-20,15.15
2012-12-21,14.8
2012-12-24,14.3
2012-12-26,14.1
2012-12-27,14.9
2012-12-28,15.6
2012-12-31,14.7
2013-01-02,13.9
2013-01-03,14.4
2013-01-04,14.55
2013-01-07,14.95
2013-01-08,14.6
2013-01-09,14.75
2013-01-10,14.15
2013-01-11,14.55
2013-01-14,14.25
2013-01-15,14.15
2013-01-16,13.83
2013-01-17,16.0
2013-01-18,15.35
2013-01-22,14.2
2013-01-23,14.05
2013-01-24,14.4
2013-01-25,14.9
2013-01-28,14.9
2013-01-29,14.45
2013-01-30,14.05
2013-01-31,14.4
2013-02-01,14.2
2013-02-04,14.3
2013-02-05,13.95
2013-02-06,14.2
2013-02-07,14.15
2013-02-08,14.05
2013-02-11,14.55
2013-02-12,14.35
2013-02-13,13.83
2013-02-14,16.0
2013-02-15,16.55
2013-02-19,16.15
2013-02-20,18.1
2013-02-21,17.1
2013-02-22,16.8
2013-02-25,17.3
2013-02-26,16.1
2013-02-27,16.1
2013-02-28,16.45
2013-03-01,16.5
2013-03-04,16.55
2013-03-05,16.25
2013-03-06,16.05
2013-03-07,16.0
2013-03-08,15.05
2013-03-11,14.55
2013-03-12,13.95
2013-03-13,14.15
2013-03-14,13.85
2013-03-15,13.7
2013-03-18,13.8
2013-03-19,14.9
2013-03-20,14.84
2013-03-21,15.3
2013-03-22,14.85
2013-03-25,14.55
2013-03-26,14.25
2013-03-27,14.2
2013-03-28,14.3
2013-04-01,14.3
2013-04-02,14.6
2013-04-03,15.4
2013-04-04,15.85
2013-04-05,15.2
2013-04-08,14.85
2013-04-09,14.25
2013-04-10,15.2
2013-04-11,15.55
2013-04-12,19.9
2013-04-15,32.3
2013-04-16,28.95
2013-04-17,28.5
2013-04-18,21.05
2013-04-19,20.7
2013-04-22,20.3
2013-04-23,20.65
2013-04-24,19.95
2013-04-25,19.75
2013-04-26,21.15
2013-04-29,20.35
2013-04-30,19.9
2013-05-01,20.6
2013-05-02,20.1
2013-05-03,19.65
2013-05-06,19.45
2013-05-07,20.45
2013-05-08,19.8
2013-05-09,20.5
2013-05-10,21.55
2013-05-13,22.55
2013-05-14,22.6
2013-05-15,24.6
2013-05-16,24.45
2013-05-17,25.85
2013-05-20,25.1
2013-05-21,26.4
2013-05-22,27.09
2013-05-23,23.05
2013-05-24,22.95
2013-05-28,22.6
2013-05-29,21.6
2013-05-30,21.1
2013-05-31,22.1
2013-06-03,21.1
2013-06-04,21.75
2013-06-05,22.15
2013-06-06,21.9
2013-06-07,23.25
2013-06-10,22.0
2013-06-11,22.75
2013-06-12,21.95
2013-06-13,22.55
2013-06-14,21.65
2013-06-17,21.4
2013-06-18,22.7
2013-06-19,22.47
2013-06-20,25.5
2013-06-21,24.85
2013-06-24,25.55
2013-06-25,24.8
2013-06-26,28.0
2013-06-27,30.25
2013-06-28,29.5
2013-07-01,27.8
2013-07-02,27.9
2013-07-03,27.4
2013-07-05,27.15
2013-07-08,26.75
2013-07-09,25.95
2013-07-10,26.35
2013-07-11,24.75
2013-07-12,24.75
2013-07-15,23.9
2013-07-16,23.75
2013-07-17,22.71
2013-07-18,23.4
2013-07-19,22.95
2013-07-22,22.25
2013-07-23,22.25
2013-07-24,23.2
2013-07-25,22.85
2013-07-26,23.3
2013-07-29,23.1
2013-07-30,23.75
2013-07-31,24.7
2013-08-01,24.85
2013-08-02,24.5
2013-08-05,24.0
2013-08-06,24.15
2013-08-07,24.1
2013-08-08,22.6
2013-08-09,22.5
2013-08-12,22.05
2013-08-13,21.95
2013-08-14,21.85
2013-08-15,22.55
2013-08-16,23.0
2013-08-19,23.65
2013-08-20,23.75
2013-08-21,24.01
2013-08-22,23.1
2013-08-23,23.0
2013-08-26,23.55
2013-08-27,23.8
2013-08-28,24.4
2013-08-29,23.85
2013-08-30,24.15
2013-09-03,24.55
2013-09-04,24.35
2013-09-05,24.8
2013-09-06,23.85
2013-09-09,22.35
2013-09-10,22.85
2013-09-11,23.05
2013-09-12,24.45
2013-09-13,24.5
2013-09-16,24.95
2013-09-17,25.25
2013-09-18,25.66
2013-09-19,22.35
2013-09-20,22.75
2013-09-23,22.95
2013-09-24,23.25
2013-09-25,22.6
2013-09-26,22.5
2013-09-27,22.75
2013-09-30,23.3
2013-10-01,24.5
2013-10-02,23.8
2013-10-03,24.15
2013-10-04,24.6
2013-10-07,24.2
2013-10-08,24.95
2013-10-09,25.6
2013-10-10,25.25
2013-10-11,25.95
2013-10-14,26.15
2013-10-15,25.75
2013-10-16,26.48
2013-10-17,22.95
2013-10-18,22.45
2013-10-21,22.25
2013-10-22,21.6
2013-10-23,21.55
2013-10-24,21.55
2013-10-25,21.2
2013-10-28,20.95
2013-10-29,21.3
2013-10-30,21.65
2013-10-31,21.6
2013-11-01,21.75
2013-11-04,21.15
2013-11-05,21.05
2013-11-06,20.5
2013-11-07,20.8
2013-11-08,20.25
2013-11-11,19.7
2013-11-12,21.25
2013-11-13,20.8
2013-11-14,20.2
2013-11-15,19.15
2013-11-18,19.8
2013-11-19,19.75
2013-11-20,20.97
2013-11-21,21.6
2013-11-22,21.3
2013-11-25,20.55
2013-11-26,20.3
2013-11-27,20.35
2013-11-29,19.95
2013-12-02,21.25
2013-12-03,21.15
2013-12-04,20.85
2013-12-05,21.55
2013-12-06,20.8
2013-12-09,20.55
2013-12-10,19.8
2013-12-11,20.05
2013-12-12,21.75
2013-12-13,21.8
2013-12-16,21.45
2013-12-17,21.7
2013-12-18,22.04
2013-12-19,22.15
2013-12-20,21.5
2013-12-23,21.2
2013-12-24,20.95
2013-12-26,20.55
2013-12-27,20.3
2013-12-30,20.95
2013-12-31,21.85
2014-01-02,20.85
2014-01-03,20.0
2014-01-06,19.7
2014-01-07,19.6
2014-01-08,20.0
2014-01-09,19.25
2014-01-10,18.2
2014-01-13,17.8
2014-01-14,17.55
2014-01-15,17.7
2014-01-16,16.8
2014-01-17,15.8
2014-01-21,16.25
2014-01-22,15.81
2014-01-23,17.35
2014-01-24,18.15
2014-01-27,18.5
2014-01-28,18.75
2014-01-29,17.9
2014-01-30,18.35
2014-01-31,19.15
2014-02-03,19.2
2014-02-04,18.7
2014-02-05,18.7
2014-02-06,18.35
2014-02-07,17.15
2014-02-10,17.3
2014-02-11,17.1
2014-02-12,16.75
2014-02-13,16.75
2014-02-14,17.1
2014-02-18,16.35
2014-02-19,16.12
2014-02-20,16.5
2014-02-21,16.3
2014-02-24,16.25
2014-02-25,16.2
2014-02-26,16.7
2014-02-27,16.5
2014-02-28,16.8
2014-03-03,17.15
2014-03-04,17.1
2014-03-05,17.05
2014-03-06,16.95
2014-03-07,16.8
2014-03-10,16.35
2014-03-11,16.6
2014-03-12,17.2
2014-03-13,17.9
2014-03-14,18.9
2014-03-17,18.0
2014-03-18,18.18
2014-03-19,17.95
2014-03-20,17.55
2014-03-21,17.2
2014-03-24,17.6
2014-03-25,17.65
2014-03-26,17.85
2014-03-27,18.1
2014-03-28,18.15
2014-03-31,17.7
2014-04-01,17.25
2014-04-02,16.95
2014-04-03,16.85
2014-04-04,16.7
2014-04-07,16.5
2014-04-08,16.6
2014-04-09,15.75
2014-04-10,16.0
2014-04-11,16.0
2014-04-14,15.95
2014-04-15,16.25
2014-04-16,15.87
2014-04-17,17.0
2014-04-21,16.75
2014-04-22,16.85
2014-04-23,16.45
2014-04-24,16.6
2014-04-25,16.75
2014-04-28,16.3
2014-04-29,16.05
2014-04-30,16.2
2014-05-01,16.05
2014-05-02,15.75
2014-05-05,15.9
2014-05-06,15.55
2014-05-07,16.1
2014-05-08,15.7
2014-05-09,15.65
2014-05-12,14.8
2014-05-13,14.5
2014-05-14,14.55
2014-05-15,15.15
2014-05-16,14.85
2014-05-19,14.45
2014-05-20,14.2
2014-05-21,13.57
2014-05-22,15.3
2014-05-23,15.6
2014-05-27,16.35
2014-05-28,16.35
2014-05-29,16.0
2014-05-30,16.25
2014-06-02,16.2
2014-06-03,15.9
2014-06-04,15.7
2014-06-05,15.2
2014-06-06,14.65
2014-06-09,13.9
2014-06-10,13.65
2014-06-11,13.55
2014-06-12,13.9
2014-06-13,13.75
2014-06-16,13.15
2014-06-17,12.8
2014-06-18,12.59
2014-06-19,15.4
2014-06-20,14.5
2014-06-23,14.2
2014-06-24,14.2
2014-06-25,14.15
2014-06-26,13.9
2014-06-27,13.8
2014-06-30,14.5
2014-07-01,14.3
2014-07-02,14.5
2014-07-03,14.1
2014-07-07,13.55
2014-07-08,13.55
2014-07-09,13.7
2014-07-10,13.75
2014-07-11,13.85
2014-07-14,14.25
2014-07-15,14.75
2014-07-16,13.92
2014-07-17,15.4
2014-07-18,14.95
2014-07-21,14.8
2014-07-22,14.8
2014-07-23,14.5
2014-07-24,14.75
2014-07-25,14.95
2014-07-28,14.8
2014-07-29,15.2
2014-07-30,15.25
2014-07-31,15.8
2014-08-01,15.0
2014-08-04,14.5
2014-08-05,15.05
2014-08-06,14.85
2014-08-07,15.3
2014-08-08,15.5
2014-08-11,15.05
2014-08-12,15.05
2014-08-13,14.5
2014-08-14,13.65
2014-08-15,14.1
2014-08-18,13.8
2014-08-19,13.8
2014-08-20,13.44
2014-08-21,15.0
2014-08-22,14.85
2014-08-25,14.6
2014-08-26,14.45
2014-08-27,14.1
2014-08-28,14.1
2014-08-29,14.15
2014-09-02,14.7
2014-09-03,14.3
2014-09-04,14.65
2014-09-05,14.1
2014-09-08,14.85
2014-09-09,15.55
2014-09-10,16.1
2014-09-11,16.3
2014-09-12,17.6
2014-09-15,16.65
2014-09-16,16.7
2014-09-17,14.41
2014-09-18,16.25
2014-09-19,17.2
2014-09-22,16.8
2014-09-23,16.85
2014-09-24,17.25
2014-09-25,17.6
2014-09-26,17.65
2014-09-29,17.25
2014-09-30,18.45
2014-10-01,18.4
2014-10-02,18.2
2014-10-03,19.0
2014-10-06,17.65
2014-10-07,17.7
2014-10-08,17.35
2014-10-09,17.95
2014-10-10,18.2
2014-10-13,17.6
2014-10-14,17.85
2014-10-15,19.4
2014-10-16,19.4
2014-10-17,18.2
2014-10-20,17.1
2014-10-21,16.85
2014-10-22,16.54
2014-10-23,17.1
2014-10-24,16.7
2014-10-27,16.5
2014-10-28,16.35
2014-10-29,16.5
2014-10-30,17.6
2014-10-31,20.1
2014-11-03,19.9
2014-11-04,19.45
2014-11-05,21.4
2014-11-06,21.75
2014-11-07,21.0
2014-11-10,21.4
2014-11-11,20.85
2014-11-12,21.05
2014-11-13,21.05
2014-11-14,22.4
2014-11-17,22.7
2014-11-18,23.6
2014-11-19,23.84
2014-11-20,19.75
2014-11-21,19.55
2014-11-24,19.45
2014-11-25,19.4
2014-11-26,19.3
2014-11-28,20.65
2014-12-01,20.5
2014-12-02,20.15
2014-12-03,20.0
2014-12-04,19.85
2014-12-05,20.05
2014-12-08,19.45
2014-12-09,19.6
2014-12-10,19.0
2014-12-11,18.8
2014-12-12,19.05
2014-12-15,20.3
2014-12-16,21.25
2014-12-17,19.3
2014-12-18,18.75
2014-12-19,18.75
2014-12-22,19.72
2014-12-23,19.4
2014-12-24,19.4
2014-12-26,19.05
2014-12-29,19.525
2014-12-30,19.4
2014-12-31,19.95
2015-01-02,19.95
2015-01-05,20.625
2015-01-06,20.275
2015-01-07,20.025
2015-01-08,19.025
2015-01-09,18.525
2015-01-12,17.65
2015-01-13,17.825
2015-01-14,18.525
2015-01-15,21.125
2015-01-16,22.425
2015-01-20,23.075
2015-01-21,20.675
2015-01-22,20.425
2015-01-23,20.025
2015-01-26,19.725
2015-01-27,19.925
2015-01-28,19.45
2015-01-29,20.175
2015-01-30,20.075
2015-02-02,20.05
2015-02-03,20.275
2015-02-04,20.4
2015-02-05,20.375
2015-02-06,20.825
2015-02-09,20.425
2015-02-10,20.125
2015-02-11,20.325
2015-02-12,19.95
2015-02-13,19.375
2015-02-17,19.725
2015-02-18,18.8
2015-02-19,18.175
2015-02-20,18.8
2015-02-23,18.575
2015-02-24,18.375
2015-02-25,17.425
2015-02-26,17.025
2015-02-27,16.475
2015-03-02,16.425
2015-03-03,16.825
2015-03-04,16.875
2015-03-05,17.225
2015-03-06,18.475
2015-03-09,17.775
2015-03-10,19.225
2015-03-11,20.075
2015-03-12,19.7
2015-03-13,19.675
2015-03-16,19.175
2015-03-17,20.825
2015-03-18,19.55
2015-03-19,18.775
2015-03-20,18.825
2015-03-23,18.375
2015-03-24,18.075
2015-03-25,17.55
2015-03-26,17.4
2015-03-27,17.225
2015-03-30,17.225
2015-03-31,17.45
2015-04-01,17.275
2015-04-02,17.1
2015-04-06,16.525
2015-04-07,15.975
2015-04-08,15.725
2015-04-09,15.925
2015-04-10,15.375
2015-04-13,15.2
2015-04-14,15.225
2015-04-15,16.675
2015-04-16,16.675
2015-04-17,16.525
2015-04-20,16.675
2015-04-21,16.375
2015-04-22,16.8
2015-04-23,16.975
2015-04-24,17.325
2015-04-27,17.025
2015-04-28,16.825
2015-04-29,16.675
2015-04-30,17.375
2015-05-01,17.875
2015-05-04,17.725
2015-05-05,17.475
2015-05-06,17.925
2015-05-07,18.475
2015-05-08,16.825
2015-05-11,16.625
2015-05-12,16.275
2015-05-13,16.375
2015-05-14,16.675
2015-05-15,16.125
2015-05-18,16.125
2015-05-19,16.025
2015-05-20,15.87
